"Distance","#","","PID","Status","Address","Zip","County/City","Prop Type","Type","# Bedrooms","Fin SF","Total Baths","Year Built","List Price","Sales Price","Days On Market","Sales Date","New/Resale","Sold Terms","Owned By"
"0.9 mi","1","1834563","7870-61-4827","CLOSD","103 N James ST","23005","Hanover","Residential","Single Family Residence","3","1,248","1.1","1949","$199,900","$199,900","6","11/12/2018","Resale (occupied at least once)","Conventional","Corporate"
"0.9 mi","1","2131600","7880-05-5590","CLOSD","620 N Washington HWY","23005","Hanover","Residential","Single Family Residence","5","1,484","1.0","1915","$199,950","$200,950","20","03/09/2022","Resale (occupied at least once)","FHA New","Individuals"
"2.9 mi","1","2104832","7788-35-3703","CLOSD","10361 Shellie Lee DR","23005","Hanover","Residential","Single Family Residence","2","1,152","1.0","1950","$199,950","$200,500","15","07/23/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.3 mi","1","2037936","7880-12-5188","CLOSD","822 Sweet Tessa DR","23005","Hanover","Residential","Condominium","3","1,440","2.1","2008","$199,950","$199,950","0","03/01/2021","Resale (occupied at least once)","Cash","Individuals"
"1.3 mi","1","1934298","7789-34-5252","CLOSD","12211 Ashland Heights RD","23005","Hanover","Residential","Single Family Residence","3","1,120","1.1","1954","$199,950","$189,000","35","01/29/2020","Resale (occupied at least once)","Conventional","Individuals"
"3.9 mi","1","1924040","7872-91-0119","CLOSD","15102 Dearborn DR","23005","Hanover","Residential","Single Family Residence","3","1,080","2.0","1991","$199,950","$197,950","15","09/13/2019","Resale (occupied at least once)","FHA New","Individuals"
"1.2 mi","1","1900983","7870-53-4162","CLOSD","300 N Snead ST","23005","Hanover","Residential","Single Family Residence","3","1,341","1.1","1948","$199,950","$200,000","8","02/20/2019","Resale (occupied at least once)","Conventional","Individuals"
"2.8 mi","1","1740696","7881-05-9426","CLOSD","14293 Elletts Crossing RD","23005","Hanover","Residential","Single Family Residence","4","1,926","1.0","1959","$199,950","$199,950","3","01/29/2018","Resale (occupied at least once)","VA New","Estate"
"0.6 mi","1","2201925","7870-80-3203","CLOSD","108 Arlington SQ","23005","Hanover","Residential","Townhouse","3","1,140","1.1","1988","$200,000","$210,000","14","03/15/2022","Resale (occupied at least once)","Conventional","Individuals"
"1.0 mi","1","2130327","7870-74-1493","CLOSD","510 Park ST","23005","Hanover","Residential","Single Family Residence","3","1,008","1.0","1987","$200,000","$205,000","2","11/05/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.6 mi","1","2123687","7870-80-3410","CLOSD","115 Arlington SQ","23005","Hanover","Residential","Townhouse","2","1,140","2.1","1990","$200,000","$200,500","4","09/09/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.5 mi","1","2117056","7870-80-3414","CLOSD","117 Arlington SQ","23005","Hanover","Residential","Townhouse","2","1,140","2.1","1990","$200,000","$207,000","4","08/13/2021","Resale (occupied at least once)","FHA New","Individuals"
"0.6 mi","1","1934687","7779-97-4938","CLOSD","123 Swannee DR","23005","Hanover","Residential","Single Family Residence","3","1,113","2.0","1989","$200,000","$205,000","1","12/23/2019","","VHDA ","Individuals"
"4.1 mi","1","1930326","7777-99-9343","CLOSD","10998 Carrolls WAY","23059","Hanover","Residential","Single Family Residence","3","1,098","2.0","1968","$200,000","$200,000","20","11/13/2019","Resale (occupied at least once)","Conventional","Other"
"1.1 mi","1","1906126","7870-75-2312","CLOSD","206 Elm ST","23005","Hanover","Residential","Single Family Residence","3","1,400","1.0","1942","$202,000","$195,000","39","05/08/2019","Resale (occupied at least once)","Conventional","Individuals"
"1.7 mi","1","1702411","7779-26-9906","CLOSD","11359 Ashcake RD","23005","Hanover","Residential","Single Family Residence","3","1,728","2.0","1982","$205,000","$210,500","2","11/16/2017","Resale (occupied at least once)","FHA New","Individuals"
"0.3 mi","1","2109162","7880126478","CLOSD","830 Sweet Tessa DR","23005","Hanover","Residential","Townhouse","2","1,458","1.1","2008","$207,000","$207,000","5","05/04/2021","Resale (occupied at least once)","VA New","Individuals"
"3.5 mi","1","1810977","7799-84-6995","CLOSD","12254 Goddins Hill RD","23005","Hanover","Residential","Single Family Residence","3","1,616","2.0","1967","$207,500","$207,500","6","06/15/2018","Resale (occupied at least once)","Conventional","Individuals"
"0.4 mi","1","2117472","7880-12-8548","CLOSD","903 Kitty Hamilton CIR","23005","Hanover","Residential","Townhouse","3","1,440","2.1","2009","$209,900","$215,500","6","07/30/2021","Resale (occupied at least once)","FHA New","Individuals"
"1.5 mi","1","2034450","7870-33-9632","CLOSD","509 Wesley ST","23005","Hanover","Residential","Single Family Residence","3","1,108","1.1","1944","$210,000","$226,000","6","03/26/2021","Resale (occupied at least once)","FHA New","Individuals"
"0.3 mi","1","2129809","7880-12-2467","CLOSD","800 Sweet Tessa DR","23005","Hanover","Residential","Townhouse","3","1,440","2.1","2008","$214,950","$230,000","6","11/04/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.2 mi","1","2134262","7870-53-4162","CLOSD","300 N Snead ST","23005","Hanover","Residential","Single Family Residence","3","1,341","1.1","1948","$215,000","$237,555","2","12/16/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.1 mi","1","2036063","7870-52-6333","CLOSD","217 Henry Clay RD","23005","Hanover","Residential","Single Family Residence","4","1,675","2.1","1960","$215,000","$195,000","27","03/17/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","1","2035903","7870-33-8644","CLOSD","511 Wesley ST","23005","Hanover","Residential","Single Family Residence","2","960","2.0","1984","$215,000","$215,000","5","01/22/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","1","2010936","7789-33-0056","CLOSD","12155 Ashland Heights RD","23005","Hanover","Residential","Single Family Residence","4","1,575","2.0","1974","$215,000","$210,000","117","11/02/2020","Resale (occupied at least once)","Cash","Individuals"
"1.9 mi","1","1910633","7779-34-3783","CLOSD","11356 Frederick LN","23005","Hanover","Residential","Single Family Residence","3","1,828","2.0","1973","$218,000","$219,350","120","09/16/2019","Resale (occupied at least once)","Conventional","Individuals"
"2.3 mi","1","2021713","7769-96-8516","CLOSD","12326 Short ST","23005","Hanover","Residential","Single Family Residence","3","1,992","2.0","1975","$219,000","$218,500","8","08/28/2020","Resale (occupied at least once)","Cash","Individuals"
"2.2 mi","1","1836272","7789-70-1667","CLOSD","10205 Ashcake RD","23005","Hanover","Residential","Single Family Residence","3","1,885","2.0","1972","$219,000","$207,500","36","01/03/2019","Resale (occupied at least once)","FHA New","Individuals"
"0.7 mi","1","1810482","7779-97-1573","CLOSD","108 Swannee DR","23005","Hanover","Residential","Single Family Residence","3","1,376","2.0","1989","$219,000","$219,000","1","05/24/2018","Resale (occupied at least once)","VA New","Individuals"
"0.7 mi","1","1924698","7779-88-4017","CLOSD","8 Slash CT","23005","Hanover","Residential","Single Family Residence","3","1,120","1.1","1987","$219,500","$211,500","22","08/30/2019","Resale (occupied at least once)","Cash","Estate"
"0.3 mi","1","2106305","7880-12-2388","CLOSD","801 Sweet Tessa DR","23005","Hanover","Residential","Condominium","3","1,502","2.1","2009","$219,900","$226,000","2","05/12/2021","Resale (occupied at least once)","Conventional","Individuals"
"1.5 mi","1","2011008","7870-33-6668","CLOSD","515 Wesley ST","23005","Hanover","Residential","Single Family Residence","3","1,150","2.0","1953","$219,900","$220,250","2","06/05/2020","Resale (occupied at least once)","Conventional","Individuals"
"2.2 mi","1","2002405","7890-20-8113","CLOSD","9397 E Patrick Henry RD","23005","Hanover","Residential","Single Family Residence","2","1,166","2.0","1940","$219,900","$224,000","4","03/05/2020","Resale (occupied at least once)","VHDA ","Individuals"
"1.1 mi","1","2133733","7870-53-8732","CLOSD","315 N North Snead ST","23005","Hanover","Residential","Single Family Residence","3","1,056","1.1","1990","$219,950","$219,950","14","12/17/2021","Resale (occupied at least once)","Conventional","Corporate"
"1.1 mi","1","2107198","7870-75-1057","CLOSD","207 Elm ST","23005","Hanover","Residential","Single Family Residence","2","960","2.0","1990","$219,950","$230,000","4","04/21/2021","Resale (occupied at least once)","Conventional","Individuals"
"2.9 mi","1","1913324","7778-19-0618","CLOSD","11451 Loving DR","23005","Hanover","Residential","Single Family Residence","3","1,400","1.1","1969","$219,950","$215,000","3","06/12/2019","Resale (occupied at least once)","Conventional","Individuals"
"3.9 mi","1","1803100","7768-94-6023","CLOSD","12044 Karen DR","23005","Hanover","Residential","Single Family Residence","3","1,672","2.0","1960","$219,950","$219,000","10","06/07/2018","Resale (occupied at least once)","FHA New","Individuals"
"0.5 mi","1","2217107","7870-80-5306","CLOSD","155 Arlington SQ","23005","Hanover","Residential","Townhouse","2","1,040","2.0","1994","$220,000","$230,000","7","08/05/2022","Resale (occupied at least once)","Conventional","Individuals"
"0.3 mi","1","2203779","7880-12-5326","CLOSD","823 Sweet Tessa DR","23005","Hanover","Residential","Condominium","3","1,440","1.1","2009","$220,000","$235,000","6","03/22/2022","Resale (occupied at least once)","VHDA ","Individuals"
"0.6 mi","1","2003133","7779-98-2497","CLOSD","145 Sunny DR","23005","Hanover","Residential","Single Family Residence","3","1,211","2.0","1990","$220,000","$220,000","4","03/12/2020","Resale (occupied at least once)","VA New","Individuals"
"0.7 mi","1","1814407","7870-70-4787","CLOSD","120 Myrtle ST","23005","Hanover","Residential","Single Family Residence","3","1,332","2.0","1952","$220,000","$215,000","46","08/10/2018","Resale (occupied at least once)","Conventional","Individuals"
"3.8 mi","1","1740068","7861-52-0247","CLOSD","14116 Yankeetown RD","23005","Hanover","Residential","Single Family Residence","3","1,517","1.1","1957","$224,500","$223,500","7","02/26/2018","Resale (occupied at least once)","VHDA/FHA","Individuals"
"0.4 mi","1","2200074","7880-12-8754","CLOSD","928 Kitty Hamilton CIR","23005","Hanover","Residential","Townhouse","3","1,440","1.1","2011","$224,950","$228,000","5","02/16/2022","Resale (occupied at least once)","VHDA ","Individuals"
"0.8 mi","1","2033884","7779-77-8950","CLOSD","103 Five Oaks LN","23005","Hanover","Residential","Single Family Residence","3","1,056","2.0","1987","$224,950","$225,000","6","01/05/2021","Resale (occupied at least once)","VHDA/FHA","Individuals"
"0.3 mi","1","1833905","7870-90-4579","CLOSD","202 Randolph ST","23005","Hanover","Residential","Single Family Residence","4","1,500","2.0","1966","$224,950","$212,500","120","02/01/2019","Resale (occupied at least once)","Cash","Other"
"3.0 mi","1","1827631","7860-78-4772","CLOSD","13640 Blanton RD","23005","Hanover","Residential","Single Family Residence","3","1,420","1.0","1964","$224,950","$212,000","105","01/15/2019","Resale (occupied at least once)","Conventional","Estate"
"3.2 mi","1","1802939","7788-04-7092","CLOSD","10498 Dellwood RD","23059","Hanover","Residential","Single Family Residence","3","1,236","2.0","2004","$224,950","$224,950","7","03/23/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.3 mi","1","1801152","7769-97-4916","CLOSD","12033 Ashcake Road","23005","Hanover","Residential","Single Family Residence","3","1,635","2.0","1957","$224,950","$214,950","18","03/05/2018","Resale (occupied at least once)","VHDA ","Individuals"
"0.9 mi","1","2206210","7870-84-6580","CLOSD","603 B ST","23005","Hanover","Residential","Single Family Residence","3","1,786","2.0","1945","$225,000","$230,000","6","04/22/2022","Resale (occupied at least once)","Cash","Individuals"
"0.3 mi","1","2205317","7870-90-4667","CLOSD","200 Randolph ST","23005","Hanover","Residential","Single Family Residence","2","972","1.0","1954","$225,000","$235,275","5","04/07/2022","Resale (occupied at least once)","Conventional","Individuals"
"0.4 mi","1","2205000","7880-12-7774","CLOSD","922 Kitty Hamilton CIR","23005","Hanover","Residential","Townhouse","3","1,440","1.1","2011","$225,000","$235,000","8","03/31/2022","Resale (occupied at least once)","Conventional","Estate"
"0.3 mi","1","2136140","7880-12-5188","CLOSD","822 Sweet Tessa DR","23005","Hanover","Residential","Condominium","3","1,440","2.1","2008","$225,000","$227,000","7","02/24/2022","Resale (occupied at least once)","Cash","Individuals"
"0.6 mi","1","1927602","7779-88-4908","CLOSD","309 New ST","23005","Hanover","Residential","Single Family Residence","3","1,144","2.0","2008","$225,000","$225,000","26","10/15/2019","Resale (occupied at least once)","VHDA ","Individuals"
"0.5 mi","1","1901913","7779-98-4541","CLOSD","137 Swannee DR","23005","Hanover","Residential","Single Family Residence","3","1,300","2.1","1991","$225,000","$225,000","2","03/28/2019","Resale (occupied at least once)","FHA New","Individuals"
"0.9 mi","1","1823010","7779-87-0325","CLOSD","105 Slash DR","23005","Hanover","Residential","Single Family Residence","4","1,600","2.0","1987","$225,000","$220,800","4","08/03/2018","Resale (occupied at least once)","Conventional","Individuals"
"0.7 mi","1","1822851","7779-87-6986","CLOSD","13 Slash CT","23005","Hanover","Residential","Single Family Residence","3","1,480","2.0","1987","$225,000","$225,000","10","09/07/2018","Resale (occupied at least once)","Conventional","Individuals"
"2.5 mi","1","1733931","7769-95-0755","CLOSD","12047 Sunset DR","23005","Hanover","Residential","Single Family Residence","3","1,488","2.1","1966","$225,000","$231,750","2","10/19/2017","Resale (occupied at least once)","Conventional","Corporate"
"0.7 mi","1","1727580","7880-51-0120","CLOSD","102 Mechumps DR","23005","Hanover","Residential","Single Family Residence","3","1,512","2.0","1970","$227,000","$227,000","43","10/12/2017","Resale (occupied at least once)","VHDA/FHA","Individuals"
"4.1 mi","1","2105126","7787-39-9100","CLOSD","10315 Old Keeton RD","23005","Hanover","Residential","Single Family Residence","4","1,572","2.0","1966","$229,000","$222,000","16","04/30/2021","Resale (occupied at least once)","Conventional","Individuals"
"0.7 mi","1","2022408","7779-89-1137","CLOSD","302 New ST","23005","Hanover","Residential","Single Family Residence","3","1,144","2.0","2009","$229,000","$230,000","4","09/11/2020","Resale (occupied at least once)","Conventional","Estate"
"3.3 mi","1","2003522","7799-86-1147","CLOSD","12311 Goddins Hill RD","23005","Hanover","Residential","Single Family Residence","3","1,430","1.1","1968","$229,000","$225,000","4","03/12/2020","Resale (occupied at least once)","Conventional","Individuals"
"1.2 mi","1","1740931","7779-59-2420","CLOSD","500 Dale AVE","23005","Hanover","Residential","Single Family Residence","3","1,424","2.0","1991","$229,000","$219,500","38","03/30/2018","Resale (occupied at least once)","Conventional","Individuals, Other"
"4.0 mi","1","1928879","7778-02-2586","CLOSD","11119 Holly Berry RD","23005","Hanover","Residential","Single Family Residence","3","1,248","1.0","1950","$229,500","$175,000","25","11/27/2019","Resale (occupied at least once)","VHDA ","Individuals"
